Short Name|Full Name
b01001m28|SEX BY AGE - Universe:  Total population - Total:  Female:  5 to 9 years -- (Margin of Error)
b01001e29|SEX BY AGE - Universe:  Total population - Total:  Female:  10 to 14 years -- (Estimate)
b01001m29|SEX BY AGE - Universe:  Total population - Total:  Female:  10 to 14 years -- (Margin of Error)
b01001e30|SEX BY AGE - Universe:  Total population - Total:  Female:  15 to 17 years -- (Estimate)
b01001m30|SEX BY AGE - Universe:  Total population - Total:  Female:  15 to 17 years -- (Margin of Error)
b01001e31|SEX BY AGE - Universe:  Total population - Total:  Female:  18 and 19 years -- (Estimate)
b01001m31|SEX BY AGE - Universe:  Total population - Total:  Female:  18 and 19 years -- (Margin of Error)
b01001e32|SEX BY AGE - Universe:  Total population - Total:  Female:  20 years -- (Estimate)
b01001m32|SEX BY AGE - Universe:  Total population - Total:  Female:  20 years -- (Margin of Error)
b01001e33|SEX BY AGE - Universe:  Total population - Total:  Female:  21 years -- (Estimate)
b01001m33|SEX BY AGE - Universe:  Total population - Total:  Female:  21 years -- (Margin of Error)
b01001e34|SEX BY AGE - Universe:  Total population - Total:  Female:  22 to 24 years -- (Estimate)
b01001m34|SEX BY AGE - Universe:  Total population - Total:  Female:  22 to 24 years -- (Margin of Error)
b01001e35|SEX BY AGE - Universe:  Total population - Total:  Female:  25 to 29 years -- (Estimate)
b01001m35|SEX BY AGE - Universe:  Total population - Total:  Female:  25 to 29 years -- (Margin of Error)
b01001e36|SEX BY AGE - Universe:  Total population - Total:  Female:  30 to 34 years -- (Estimate)
b01001m36|SEX BY AGE - Universe:  Total population - Total:  Female:  30 to 34 years -- (Margin of Error)
b01001e37|SEX BY AGE - Universe:  Total population - Total:  Female:  35 to 39 years -- (Estimate)
b01001m37|SEX BY AGE - Universe:  Total population - Total:  Female:  35 to 39 years -- (Margin of Error)
b01001e38|SEX BY AGE - Universe:  Total population - Total:  Female:  40 to 44 years -- (Estimate)
b01001m38|SEX BY AGE - Universe:  Total population - Total:  Female:  40 to 44 years -- (Margin of Error)
b01001e39|SEX BY AGE - Universe:  Total population - Total:  Female:  45 to 49 years -- (Estimate)
b01001m39|SEX BY AGE - Universe:  Total population - Total:  Female:  45 to 49 years -- (Margin of Error)
b01001e40|SEX BY AGE - Universe:  Total population - Total:  Female:  50 to 54 years -- (Estimate)
b01001m40|SEX BY AGE - Universe:  Total population - Total:  Female:  50 to 54 years -- (Margin of Error)
b01001e41|SEX BY AGE - Universe:  Total population - Total:  Female:  55 to 59 years -- (Estimate)
b01001m41|SEX BY AGE - Universe:  Total population - Total:  Female:  55 to 59 years -- (Margin of Error)
b01001e42|SEX BY AGE - Universe:  Total population - Total:  Female:  60 and 61 years -- (Estimate)
b01001m42|SEX BY AGE - Universe:  Total population - Total:  Female:  60 and 61 years -- (Margin of Error)
b01001e43|SEX BY AGE - Universe:  Total population - Total:  Female:  62 to 64 years -- (Estimate)
b01001m43|SEX BY AGE - Universe:  Total population - Total:  Female:  62 to 64 years -- (Margin of Error)
b01001e44|SEX BY AGE - Universe:  Total population - Total:  Female:  65 and 66 years -- (Estimate)
b01001m44|SEX BY AGE - Universe:  Total population - Total:  Female:  65 and 66 years -- (Margin of Error)
b01001e45|SEX BY AGE - Universe:  Total population - Total:  Female:  67 to 69 years -- (Estimate)
b01001m45|SEX BY AGE - Universe:  Total population - Total:  Female:  67 to 69 years -- (Margin of Error)
b01001e46|SEX BY AGE - Universe:  Total population - Total:  Female:  70 to 74 years -- (Estimate)
b01001m46|SEX BY AGE - Universe:  Total population - Total:  Female:  70 to 74 years -- (Margin of Error)
b01001e47|SEX BY AGE - Universe:  Total population - Total:  Female:  75 to 79 years -- (Estimate)
b01001m47|SEX BY AGE - Universe:  Total population - Total:  Female:  75 to 79 years -- (Margin of Error)
b01001e48|SEX BY AGE - Universe:  Total population - Total:  Female:  80 to 84 years -- (Estimate)
b01001m48|SEX BY AGE - Universe:  Total population - Total:  Female:  80 to 84 years -- (Margin of Error)
b01001e49|SEX BY AGE - Universe:  Total population - Total:  Female:  85 years and over -- (Estimate)
b01001m49|SEX BY AGE - Universe:  Total population - Total:  Female:  85 years and over -- (Margin of Error)
b01002e1|MEDIAN AGE BY SEX - Universe:  Total population - Total: -- (Estimate)
b01002m1|MEDIAN AGE BY SEX - Universe:  Total population - Total: -- (Margin of Error)
b01002e2|MEDIAN AGE BY SEX - Universe:  Total population - Total: Male -- (Estimate)
b01002m2|MEDIAN AGE BY SEX - Universe:  Total population - Total: Male -- (Margin of Error)
b01002e3|MEDIAN AGE BY SEX - Universe:  Total population - Total: Female -- (Estimate)
b01002m3|MEDIAN AGE BY SEX - Universe:  Total population - Total: Female -- (Margin of Error)
b02001e1|RACE - Universe:  Total population - Total: -- (Estimate)
b02001m1|RACE - Universe:  Total population - Total: -- (Margin of Error)
b02001e2|RACE - Universe:  Total population - Total:  White alone -- (Estimate)
b02001m2|RACE - Universe:  Total population - Total:  White alone -- (Margin of Error)
b02001e3|RACE - Universe:  Total population - Total:  Black or African American alone -- (Estimate)
b02001m3|RACE - Universe:  Total population - Total:  Black or African American alone -- (Margin of Error)
b02001e4|RACE - Universe:  Total population - Total:  American Indian and Alaska Native alone -- (Estimate)
b02001m4|RACE - Universe:  Total population - Total:  American Indian and Alaska Native alone -- (Margin of Error)
b02001e5|RACE - Universe:  Total population - Total:  Asian alone -- (Estimate)
b02001m5|RACE - Universe:  Total population - Total:  Asian alone -- (Margin of Error)
b02001e6|RACE - Universe:  Total population - Total:  Native Hawaiian and Other Pacific Islander alone -- (Estimate)
b02001m6|RACE - Universe:  Total population - Total:  Native Hawaiian and Other Pacific Islander alone -- (Margin of Error)
b02001e7|RACE - Universe:  Total population - Total:  Some other race alone -- (Estimate)
b02001m7|RACE - Universe:  Total population - Total:  Some other race alone -- (Margin of Error)
b02001e8|RACE - Universe:  Total population - Total:  Two or more races: -- (Estimate)
b02001m8|RACE - Universe:  Total population - Total:  Two or more races: -- (Margin of Error)
b02001e9|RACE - Universe:  Total population - Total:  Two or more races:  Two races including Some other race -- (Estimate)
b02001m9|RACE - Universe:  Total population - Total:  Two or more races:  Two races including Some other race -- (Margin of Error)
b02001e10|RACE - Universe:  Total population - Total:  Two or more races:  Two races excluding Some other race, and three or more races -- (Estimate)
b02001m10|RACE - Universe:  Total population - Total:  Two or more races:  Two races excluding Some other race, and three or more races -- (Margin of Error)
b02008e1|WHITE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  White alone or in combination with one or more other races - Total: -- (Estimate)
b02008m1|WHITE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  White alone or in combination with one or more other races - Total: -- (Margin of Error)
b02009e1|BLACK OR AFRICAN AMERICAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Black or African American alone or in combination with one or more other races - Total: -- (Estimate)
b02009m1|BLACK OR AFRICAN AMERICAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Black or African American alone or in combination with one or more other races - Total: -- (Margin of Error)
b02010e1|AMERICAN INDIAN AND ALASKA NATIVE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  People who are American Indian or Alaska Native alone or in combination with one or more other races - Total: -- (Estimate)
b02010m1|AMERICAN INDIAN AND ALASKA NATIVE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  People who are American Indian or Alaska Native alone or in combination with one or more other races - Total: -- (Margin of Error)
b02011e1|ASIAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Asian alone or in combination with one or more other races - Total: -- (Estimate)
b02011m1|ASIAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Asian alone or in combination with one or more other races - Total: -- (Margin of Error)
b02012e1|NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races - Total: -- (Estimate)
b02012m1|NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races - Total: -- (Margin of Error)
b02013e1|SOME OTHER RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Some other race alone or in combination with one or more other races - Total: -- (Estimate)
b02013m1|SOME OTHER RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Some other race alone or in combination with one or more other races - Total: -- (Margin of Error)
b03002e1|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total: -- (Estimate)
b03002m1|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total: -- (Margin of Error)
b03002e2|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino: -- (Estimate)
b03002m2|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino: -- (Margin of Error)
b03002e3|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  White alone -- (Estimate)
b03002m3|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  White alone -- (Margin of Error)
b03002e4|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Black or African American alone -- (Estimate)
b03002m4|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Black or African American alone -- (Margin of Error)
b03002e5|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone -- (Estimate)
b03002m5|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone -- (Margin of Error)
b03002e6|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Asian alone -- (Estimate)
b03002m6|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Asian alone -- (Margin of Error)
b03002e7|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone -- (Estimate)
b03002m7|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone -- (Margin of Error)
b03002e8|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Some other race alone -- (Estimate)
b03002m8|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Some other race alone -- (Margin of Error)
b03002e9|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races: -- (Estimate)
b03002m9|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races: -- (Margin of Error)
b03002e10|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races:  Two races including Some other race -- (Estimate)
b03002m10|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races:  Two races including Some other race -- (Margin of Error)
b03002e11|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races:  Two races excluding Some other race, and three or more races -- (Estimate)
b03002m11|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races:  Two races excluding Some other race, and three or more races -- (Margin of Error)
b03002e12|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino: -- (Estimate)
b03002m12|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino: -- (Margin of Error)
b03002e13|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  White alone -- (Estimate)
b03002m13|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  White alone -- (Margin of Error)
b03002e14|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Black or African American alone -- (Estimate)
b03002m14|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Black or African American alone -- (Margin of Error)
b03002e15|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  American Indian and Alaska Native alone -- (Estimate)
b03002m15|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  American Indian and Alaska Native alone -- (Margin of Error)
b03002e16|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Asian alone -- (Estimate)
b03002m16|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Asian alone -- (Margin of Error)
b03002e17|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone -- (Estimate)
b03002m17|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone -- (Margin of Error)
b03002e18|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Some other race alone -- (Estimate)
b03002m18|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Some other race alone -- (Margin of Error)
b03002e19|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races: -- (Estimate)
b03002m19|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races: -- (Margin of Error)
b03002e20|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races:  Two races including Some other race -- (Estimate)
b03002m20|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races:  Two races including Some other race -- (Margin of Error)
b03002e21|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races:  Two races excluding Some other race, and three or more races -- (Estimate)
b03002m21|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races:  Two races excluding Some other race, and three or more races -- (Margin of Error)
b03003e1|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total: -- (Estimate)
b03003m1|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total: -- (Margin of Error)
b03003e2|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total:  Not Hispanic or Latino -- (Estimate)
b03003m2|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total:  Not Hispanic or Latino -- (Margin of Error)
b03003e3|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total:  Hispanic or Latino -- (Estimate)
b03003m3|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total:  Hispanic or Latino -- (Margin of Error)
b08301e1|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total: -- (Estimate)
b08301m1|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total: -- (Margin of Error)
b08301e2|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van: -- (Estimate)
b08301m2|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van: -- (Margin of Error)
b08301e3|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Drove alone -- (Estimate)
b08301m3|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Drove alone -- (Margin of Error)
b08301e4|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled: -- (Estimate)
b08301m4|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled: -- (Margin of Error)
b08301e5|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 2-person carpool -- (Estimate)
b08301m5|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 2-person carpool -- (Margin of Error)
b08301e6|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 3-person carpool -- (Estimate)
b08301m6|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 3-person carpool -- (Margin of Error)
b08301e7|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 4-person carpool -- (Estimate)
b08301m7|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 4-person carpool -- (Margin of Error)
b08301e8|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 5- or 6-person carpool -- (Estimate)
b08301m8|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 5- or 6-person carpool -- (Margin of Error)
b08301e9|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 7-or-more-person carpool -- (Estimate)
b08301m9|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 7-or-more-person carpool -- (Margin of Error)
b08301e10|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab): -- (Estimate)
b08301m10|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab): -- (Margin of Error)
b08301e11|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Bus or trolley bus -- (Estimate)
b08301m11|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Bus or trolley bus -- (Margin of Error)
b08301e12|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Streetcar or trolley car (carro publico in Puerto Rico) -- (Estimate)
b08301m12|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Streetcar or trolley car (carro publico in Puerto Rico) -- (Margin of Error)
b08301e13|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Subway or elevated -- (Estimate)
b08301m13|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Subway or elevated -- (Margin of Error)
b08301e14|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Railroad -- (Estimate)
b08301m14|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Railroad -- (Margin of Error)
b08301e15|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Ferryboat -- (Estimate)
b08301m15|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Ferryboat -- (Margin of Error)
b08301e16|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Taxicab -- (Estimate)
b08301m16|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Taxicab -- (Margin of Error)
b08301e17|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Motorcycle -- (Estimate)
b08301m17|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Motorcycle -- (Margin of Error)
b08301e18|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Bicycle -- (Estimate)
b08301m18|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Bicycle -- (Margin of Error)
b08301e19|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Walked -- (Estimate)
b08301m19|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Walked -- (Margin of Error)
b08301e20|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Other means -- (Estimate)
b08301m20|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Other means -- (Margin of Error)
b08301e21|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Worked at home -- (Estimate)
b08301m21|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Worked at home -- (Margin of Error)
b08303e1|TRAVEL TIME TO WORK - Universe:  Workers 16 years and over who did not work at home - Total: -- (Estimate)
b08303m1|TRAVEL TIME TO WORK - Universe:  Workers 16 years and over who did not work at home - Total: -- (Margin of Error)
b08303e2|TRAVEL TIME TO WORK - Universe:  Workers 16 years and over who did not work at home - Total:  Less than 5 minutes -- (Estimate)
b08303m2|TRAVEL TIME TO WORK - Universe:  Workers 16 years and over who did not work at home - Total:  Less than 5 minutes -- (Margin of Error)
