Short Name|Full Name
B01001m28|SEX BY AGE - Universe:  Total population - Total:  Female:  5 to 9 years -- (Margin of Error)
B01001e29|SEX BY AGE - Universe:  Total population - Total:  Female:  10 to 14 years -- (Estimate)
B01001m29|SEX BY AGE - Universe:  Total population - Total:  Female:  10 to 14 years -- (Margin of Error)
B01001e30|SEX BY AGE - Universe:  Total population - Total:  Female:  15 to 17 years -- (Estimate)
B01001m30|SEX BY AGE - Universe:  Total population - Total:  Female:  15 to 17 years -- (Margin of Error)
B01001e31|SEX BY AGE - Universe:  Total population - Total:  Female:  18 and 19 years -- (Estimate)
B01001m31|SEX BY AGE - Universe:  Total population - Total:  Female:  18 and 19 years -- (Margin of Error)
B01001e32|SEX BY AGE - Universe:  Total population - Total:  Female:  20 years -- (Estimate)
B01001m32|SEX BY AGE - Universe:  Total population - Total:  Female:  20 years -- (Margin of Error)
B01001e33|SEX BY AGE - Universe:  Total population - Total:  Female:  21 years -- (Estimate)
B01001m33|SEX BY AGE - Universe:  Total population - Total:  Female:  21 years -- (Margin of Error)
B01001e34|SEX BY AGE - Universe:  Total population - Total:  Female:  22 to 24 years -- (Estimate)
B01001m34|SEX BY AGE - Universe:  Total population - Total:  Female:  22 to 24 years -- (Margin of Error)
B01001e35|SEX BY AGE - Universe:  Total population - Total:  Female:  25 to 29 years -- (Estimate)
B01001m35|SEX BY AGE - Universe:  Total population - Total:  Female:  25 to 29 years -- (Margin of Error)
B01001e36|SEX BY AGE - Universe:  Total population - Total:  Female:  30 to 34 years -- (Estimate)
B01001m36|SEX BY AGE - Universe:  Total population - Total:  Female:  30 to 34 years -- (Margin of Error)
B01001e37|SEX BY AGE - Universe:  Total population - Total:  Female:  35 to 39 years -- (Estimate)
B01001m37|SEX BY AGE - Universe:  Total population - Total:  Female:  35 to 39 years -- (Margin of Error)
B01001e38|SEX BY AGE - Universe:  Total population - Total:  Female:  40 to 44 years -- (Estimate)
B01001m38|SEX BY AGE - Universe:  Total population - Total:  Female:  40 to 44 years -- (Margin of Error)
B01001e39|SEX BY AGE - Universe:  Total population - Total:  Female:  45 to 49 years -- (Estimate)
B01001m39|SEX BY AGE - Universe:  Total population - Total:  Female:  45 to 49 years -- (Margin of Error)
B01001e40|SEX BY AGE - Universe:  Total population - Total:  Female:  50 to 54 years -- (Estimate)
B01001m40|SEX BY AGE - Universe:  Total population - Total:  Female:  50 to 54 years -- (Margin of Error)
B01001e41|SEX BY AGE - Universe:  Total population - Total:  Female:  55 to 59 years -- (Estimate)
B01001m41|SEX BY AGE - Universe:  Total population - Total:  Female:  55 to 59 years -- (Margin of Error)
B01001e42|SEX BY AGE - Universe:  Total population - Total:  Female:  60 and 61 years -- (Estimate)
B01001m42|SEX BY AGE - Universe:  Total population - Total:  Female:  60 and 61 years -- (Margin of Error)
B01001e43|SEX BY AGE - Universe:  Total population - Total:  Female:  62 to 64 years -- (Estimate)
B01001m43|SEX BY AGE - Universe:  Total population - Total:  Female:  62 to 64 years -- (Margin of Error)
B01001e44|SEX BY AGE - Universe:  Total population - Total:  Female:  65 and 66 years -- (Estimate)
B01001m44|SEX BY AGE - Universe:  Total population - Total:  Female:  65 and 66 years -- (Margin of Error)
B01001e45|SEX BY AGE - Universe:  Total population - Total:  Female:  67 to 69 years -- (Estimate)
B01001m45|SEX BY AGE - Universe:  Total population - Total:  Female:  67 to 69 years -- (Margin of Error)
B01001e46|SEX BY AGE - Universe:  Total population - Total:  Female:  70 to 74 years -- (Estimate)
B01001m46|SEX BY AGE - Universe:  Total population - Total:  Female:  70 to 74 years -- (Margin of Error)
B01001e47|SEX BY AGE - Universe:  Total population - Total:  Female:  75 to 79 years -- (Estimate)
B01001m47|SEX BY AGE - Universe:  Total population - Total:  Female:  75 to 79 years -- (Margin of Error)
B01001e48|SEX BY AGE - Universe:  Total population - Total:  Female:  80 to 84 years -- (Estimate)
B01001m48|SEX BY AGE - Universe:  Total population - Total:  Female:  80 to 84 years -- (Margin of Error)
B01001e49|SEX BY AGE - Universe:  Total population - Total:  Female:  85 years and over -- (Estimate)
B01001m49|SEX BY AGE - Universe:  Total population - Total:  Female:  85 years and over -- (Margin of Error)
B01002e1|MEDIAN AGE BY SEX - Universe:  Total population - Total: -- (Estimate)
B01002m1|MEDIAN AGE BY SEX - Universe:  Total population - Total: -- (Margin of Error)
B01002e2|MEDIAN AGE BY SEX - Universe:  Total population - Total: Male -- (Estimate)
B01002m2|MEDIAN AGE BY SEX - Universe:  Total population - Total: Male -- (Margin of Error)
B01002e3|MEDIAN AGE BY SEX - Universe:  Total population - Total: Female -- (Estimate)
B01002m3|MEDIAN AGE BY SEX - Universe:  Total population - Total: Female -- (Margin of Error)
B02001e1|RACE - Universe:  Total population - Total: -- (Estimate)
B02001m1|RACE - Universe:  Total population - Total: -- (Margin of Error)
B02001e2|RACE - Universe:  Total population - Total:  White alone -- (Estimate)
B02001m2|RACE - Universe:  Total population - Total:  White alone -- (Margin of Error)
B02001e3|RACE - Universe:  Total population - Total:  Black or African American alone -- (Estimate)
B02001m3|RACE - Universe:  Total population - Total:  Black or African American alone -- (Margin of Error)
B02001e4|RACE - Universe:  Total population - Total:  American Indian and Alaska Native alone -- (Estimate)
B02001m4|RACE - Universe:  Total population - Total:  American Indian and Alaska Native alone -- (Margin of Error)
B02001e5|RACE - Universe:  Total population - Total:  Asian alone -- (Estimate)
B02001m5|RACE - Universe:  Total population - Total:  Asian alone -- (Margin of Error)
B02001e6|RACE - Universe:  Total population - Total:  Native Hawaiian and Other Pacific Islander alone -- (Estimate)
B02001m6|RACE - Universe:  Total population - Total:  Native Hawaiian and Other Pacific Islander alone -- (Margin of Error)
B02001e7|RACE - Universe:  Total population - Total:  Some other race alone -- (Estimate)
B02001m7|RACE - Universe:  Total population - Total:  Some other race alone -- (Margin of Error)
B02001e8|RACE - Universe:  Total population - Total:  Two or more races: -- (Estimate)
B02001m8|RACE - Universe:  Total population - Total:  Two or more races: -- (Margin of Error)
B02001e9|RACE - Universe:  Total population - Total:  Two or more races:  Two races including Some other race -- (Estimate)
B02001m9|RACE - Universe:  Total population - Total:  Two or more races:  Two races including Some other race -- (Margin of Error)
B02001e10|RACE - Universe:  Total population - Total:  Two or more races:  Two races excluding Some other race, and three or more races -- (Estimate)
B02001m10|RACE - Universe:  Total population - Total:  Two or more races:  Two races excluding Some other race, and three or more races -- (Margin of Error)
B02008e1|WHITE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  White alone or in combination with one or more other races - Total: -- (Estimate)
B02008m1|WHITE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  White alone or in combination with one or more other races - Total: -- (Margin of Error)
B02009e1|BLACK OR AFRICAN AMERICAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Black or African American alone or in combination with one or more other races - Total: -- (Estimate)
B02009m1|BLACK OR AFRICAN AMERICAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Black or African American alone or in combination with one or more other races - Total: -- (Margin of Error)
B02010e1|AMERICAN INDIAN AND ALASKA NATIVE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  People who are American Indian or Alaska Native alone or in combination with one or more other races - Total: -- (Estimate)
B02010m1|AMERICAN INDIAN AND ALASKA NATIVE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  People who are American Indian or Alaska Native alone or in combination with one or more other races - Total: -- (Margin of Error)
B02011e1|ASIAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Asian alone or in combination with one or more other races - Total: -- (Estimate)
B02011m1|ASIAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Asian alone or in combination with one or more other races - Total: -- (Margin of Error)
B02012e1|NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races - Total: -- (Estimate)
B02012m1|NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races - Total: -- (Margin of Error)
B02013e1|SOME OTHER RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Some other race alone or in combination with one or more other races - Total: -- (Estimate)
B02013m1|SOME OTHER RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES - Universe:  Some other race alone or in combination with one or more other races - Total: -- (Margin of Error)
B03002e1|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total: -- (Estimate)
B03002m1|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total: -- (Margin of Error)
B03002e2|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino: -- (Estimate)
B03002m2|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino: -- (Margin of Error)
B03002e3|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  White alone -- (Estimate)
B03002m3|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  White alone -- (Margin of Error)
B03002e4|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Black or African American alone -- (Estimate)
B03002m4|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Black or African American alone -- (Margin of Error)
B03002e5|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone -- (Estimate)
B03002m5|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone -- (Margin of Error)
B03002e6|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Asian alone -- (Estimate)
B03002m6|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Asian alone -- (Margin of Error)
B03002e7|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone -- (Estimate)
B03002m7|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone -- (Margin of Error)
B03002e8|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Some other race alone -- (Estimate)
B03002m8|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Some other race alone -- (Margin of Error)
B03002e9|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races: -- (Estimate)
B03002m9|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races: -- (Margin of Error)
B03002e10|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races:  Two races including Some other race -- (Estimate)
B03002m10|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races:  Two races including Some other race -- (Margin of Error)
B03002e11|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races:  Two races excluding Some other race, and three or more races -- (Estimate)
B03002m11|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Not Hispanic or Latino:  Two or more races:  Two races excluding Some other race, and three or more races -- (Margin of Error)
B03002e12|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino: -- (Estimate)
B03002m12|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino: -- (Margin of Error)
B03002e13|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  White alone -- (Estimate)
B03002m13|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  White alone -- (Margin of Error)
B03002e14|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Black or African American alone -- (Estimate)
B03002m14|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Black or African American alone -- (Margin of Error)
B03002e15|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  American Indian and Alaska Native alone -- (Estimate)
B03002m15|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  American Indian and Alaska Native alone -- (Margin of Error)
B03002e16|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Asian alone -- (Estimate)
B03002m16|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Asian alone -- (Margin of Error)
B03002e17|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone -- (Estimate)
B03002m17|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone -- (Margin of Error)
B03002e18|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Some other race alone -- (Estimate)
B03002m18|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Some other race alone -- (Margin of Error)
B03002e19|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races: -- (Estimate)
B03002m19|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races: -- (Margin of Error)
B03002e20|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races:  Two races including Some other race -- (Estimate)
B03002m20|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races:  Two races including Some other race -- (Margin of Error)
B03002e21|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races:  Two races excluding Some other race, and three or more races -- (Estimate)
B03002m21|HISPANIC OR LATINO ORIGIN BY RACE - Universe:  Total population - Total:  Hispanic or Latino:  Two or more races:  Two races excluding Some other race, and three or more races -- (Margin of Error)
B03003e1|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total: -- (Estimate)
B03003m1|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total: -- (Margin of Error)
B03003e2|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total:  Not Hispanic or Latino -- (Estimate)
B03003m2|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total:  Not Hispanic or Latino -- (Margin of Error)
B03003e3|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total:  Hispanic or Latino -- (Estimate)
B03003m3|HISPANIC OR LATINO ORIGIN - Universe:  Total population - Total:  Hispanic or Latino -- (Margin of Error)
B08301e1|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total: -- (Estimate)
B08301m1|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total: -- (Margin of Error)
B08301e2|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van: -- (Estimate)
B08301m2|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van: -- (Margin of Error)
B08301e3|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Drove alone -- (Estimate)
B08301m3|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Drove alone -- (Margin of Error)
B08301e4|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled: -- (Estimate)
B08301m4|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled: -- (Margin of Error)
B08301e5|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 2-person carpool -- (Estimate)
B08301m5|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 2-person carpool -- (Margin of Error)
B08301e6|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 3-person carpool -- (Estimate)
B08301m6|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 3-person carpool -- (Margin of Error)
B08301e7|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 4-person carpool -- (Estimate)
B08301m7|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 4-person carpool -- (Margin of Error)
B08301e8|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 5- or 6-person carpool -- (Estimate)
B08301m8|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 5- or 6-person carpool -- (Margin of Error)
B08301e9|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 7-or-more-person carpool -- (Estimate)
B08301m9|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Car, truck, or van:  Carpooled:  In 7-or-more-person carpool -- (Margin of Error)
B08301e10|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab): -- (Estimate)
B08301m10|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab): -- (Margin of Error)
B08301e11|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Bus or trolley bus -- (Estimate)
B08301m11|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Bus or trolley bus -- (Margin of Error)
B08301e12|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Streetcar or trolley car (carro publico in Puerto Rico) -- (Estimate)
B08301m12|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Streetcar or trolley car (carro publico in Puerto Rico) -- (Margin of Error)
B08301e13|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Subway or elevated -- (Estimate)
B08301m13|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Subway or elevated -- (Margin of Error)
B08301e14|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Railroad -- (Estimate)
B08301m14|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Railroad -- (Margin of Error)
B08301e15|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Ferryboat -- (Estimate)
B08301m15|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Public transportation (excluding taxicab):  Ferryboat -- (Margin of Error)
B08301e16|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Taxicab -- (Estimate)
B08301m16|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Taxicab -- (Margin of Error)
B08301e17|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Motorcycle -- (Estimate)
B08301m17|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Motorcycle -- (Margin of Error)
B08301e18|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Bicycle -- (Estimate)
B08301m18|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Bicycle -- (Margin of Error)
B08301e19|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Walked -- (Estimate)
B08301m19|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Walked -- (Margin of Error)
B08301e20|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Other means -- (Estimate)
B08301m20|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Other means -- (Margin of Error)
B08301e21|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Worked at home -- (Estimate)
B08301m21|MEANS OF TRANSPORTATION TO WORK - Universe:  Workers 16 years and over - Total:  Worked at home -- (Margin of Error)
B08303e1|TRAVEL TIME TO WORK - Universe:  Workers 16 years and over who did not work at home - Total: -- (Estimate)
B08303m1|TRAVEL TIME TO WORK - Universe:  Workers 16 years and over who did not work at home - Total: -- (Margin of Error)
B08303e2|TRAVEL TIME TO WORK - Universe:  Workers 16 years and over who did not work at home - Total:  Less than 5 minutes -- (Estimate)
B08303m2|TRAVEL TIME TO WORK - Universe:  Workers 16 years and over who did not work at home - Total:  Less than 5 minutes -- (Margin of Error)
